Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000044,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.66,17446,0.00,0.00,5.59,Same,Yes,12,,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,2.00,41409,0.50,0.03,2.47,Same,Yes,12,1.69,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,3,4.08,83751,0.74,0.19,2.00,Same,No,12,0.17,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,0,2.20,43222,0.00,0.00,1.36,Same,Yes,12,0.62,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,2,1.81,33645,1.10,0.19,3.64,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.50,16179,1.99,0.05,11.10,Same,No,12,2.28,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054,Encino Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.26,6300,3.87,0.10,21.56,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054,"Encino Hospital Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2888,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056,Emanate Health Foothill Presbyterian Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.70,22941,1.43,0.04,7.95,Same,No,12,,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,3.66,52571,0.82,0.21,2.23,Same,No,12,1.86,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,"Garfield Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5598,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,"Adventist Health Glendale, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6669,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,Adventist Health Glendale,Acute Care Hospital,"Community, >250 Beds",4,4.49,84496,0.89,0.28,2.15,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000060,Glendora Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.21,4988,0.00,0.00,17.68,Same,Yes,12,4.14,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062,Greater El Monte Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0.59,13799,3.39,0.41,12.26,Same,No,11,0.00,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",1,2.91,49012,0.34,0.02,1.70,Same,Yes,12,0.00,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,"Henry Mayo Newhall Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6054,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064,Southern California Hospital at Hollywood,Acute Care Hospital,"Community, <125 Beds",0,0.93,22162,0.00,0.00,3.97,Same,Yes,12,8.75,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",1,4.30,58887,0.23,0.01,1.15,Same,Yes,12,0.62,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,"Hollywood Presbyterian Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4288,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",3,3.97,83980,0.76,0.19,2.06,Same,No,12,0.24,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,"Providence Holy Cross Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3288,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",4,5.04,75128,0.79,0.25,1.92,Same,No,12,2.51,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,"Good Samaritan Hospital, Los Angeles, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4455,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070,Emanate Health Inter-Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,1.15,34538,0.87,0.04,4.29,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,3,2.47,51878,1.22,0.31,3.31,Same,No,12,1.38,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,3,6.16,124036,0.49,0.12,1.33,Same,Yes,12,0.91,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,0,4.38,85761,0.00,0.00,0.68,Better,Yes,12,0.72,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Major Teaching,0,1.91,44208,0.00,0.00,1.57,Same,Yes,12,0.00,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,0,1.74,34001,0.00,0.00,1.72,Same,Yes,12,3.22,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,"Palmdale Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5516,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",0,3.94,73300,0.00,0.00,0.76,Better,Yes,12,0.81,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0.75,26559,4.02,0.83,11.75,Same,No,12,2.61,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088,"Kindred Hospital, Los Angeles",Long-Term Acute Care Hospital,Long-Term Acute Care,9,5.61,30890,1.61,0.78,2.95,Same,No,12,3.43,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089,"Kindred Hospital, La Mirada",Long-Term Acute Care Hospital,Long-Term Acute Care,5,1.94,16790,2.57,0.94,5.70,Same,No,12,1.51,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,2.70,58973,0.00,0.00,1.11,Same,Yes,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",1,1.10,26165,0.91,0.05,4.48,Same,No,12,4.14,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",0,1.74,38266,0.00,0.00,1.72,Same,Yes,12,0.38,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,"Glendale Memorial Hospital and Health Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3472,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,10,6.61,97246,1.51,0.77,2.70,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,"MemorialCare Long Beach Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.13,6973,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",0,4.67,72707,0.00,0.00,0.64,Better,Yes,12,0.31,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,"Methodist Hospital of Southern California, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.15,7943,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",2,4.73,82926,0.42,0.07,1.40,Same,Yes,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2777,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100,Providence Saint John's Health Center,Acute Care Hospital,"Community, >250 Beds",6,1.75,62197,3.44,1.39,7.15,Worse,No,12,1.03,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Acute Care Hospital,"Community, >250 Beds",2,3.45,79268,0.58,0.10,1.92,Same,Yes,12,1.23,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,"Providence Saint Joseph Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2288,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach",Acute Care Hospital,"Community, >250 Beds",3,4.23,58274,0.71,0.18,1.93,Same,No,12,0.72,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5391,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000104,Saint Vincent Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,1.94,35119,2.06,0.65,4.97,Same,No,10,1.00,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000104,"Saint Vincent Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2971,,,,,,10,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105,Olympia Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.82,18520,2.44,0.30,8.81,Same,No,9,2.03,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107,Monrovia Memorial Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,1,0.98,8549,1.02,0.03,5.69,Same,No,12,0.82,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108,Monterey Park Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.57,21384,0.00,0.00,6.43,Same,Yes,12,3.84,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Acute Care Hospital,Major Teaching,0,2.93,52886,0.00,0.00,1.02,Same,Yes,12,0.00,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,"Northridge Hospital Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6291,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112,Norwalk Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.45,14189,0.00,0.00,8.16,Same,Yes,12,,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114,College Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,1.89,30568,2.12,0.67,5.12,Same,No,12,0.57,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Acute Care Hospital,Major Teaching,9,6.95,100063,1.30,0.63,2.38,Same,No,12,1.70,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125,San Dimas Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.39,13825,0.00,0.00,9.39,Same,Yes,12,1.49,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",3,3.77,98802,0.80,0.20,2.17,Same,No,12,0.60,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128,Saint Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",8,4.91,107278,1.63,0.76,3.09,Same,No,12,0.99,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",3,5.28,66553,0.57,0.14,1.55,Same,Yes,12,1.75,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,"Valley Presbyterian Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3013,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,"Community, >250 Beds",2,2.45,62937,0.82,0.14,2.70,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,"Emanate Health Queen of the Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3555,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",0,0.26,7397,0.00,0.00,14.28,Same,Yes,12,2.02,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0.73,19197,2.76,0.33,9.96,Same,No,12,0.51,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144,"Kindred Hospital, Baldwin Park",Long-Term Acute Care Hospital,Long-Term Acute Care,2,3.05,24640,0.66,0.11,2.16,Same,No,12,0.82,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.22,29404,0.00,0.00,2.46,Same,Yes,12,1.55,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, >250 Beds",0,0.91,19369,0.00,0.00,4.04,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,"Providence Little Company of Mary Medical Center San Pedro, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4746,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158,DOCS Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,,,"Incomplete Reporter, interpret with caution"
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162,Ronald Reagan UCLA Medical Center,Acute Care Hospital,Major Teaching,15,10.09,149838,1.49,0.86,2.40,Same,No,12,1.57,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Acute Care Hospital,Major Teaching,6,1.68,14864,3.57,1.45,7.42,Worse,No,12,2.10,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187,USC Verdugo Hills Hospital,Acute Care Hospital,Major Teaching,0,0.70,19757,0.00,0.00,5.31,Same,Yes,12,1.27,¥ See Data Dictionary
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188,West Covina Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.03,1838,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000191,"Adventist Health White Memorial, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2858,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000191,Adventist Health White Memorial,Acute Care Hospital,Major Teaching,3,4.20,79401,0.72,0.18,1.95,Same,No,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290,"Kaiser Foundation Hospital, Woodland Hills",Acute Care Hospital,Major Teaching,1,1.55,38283,0.65,0.03,3.19,Same,No,12,0.97,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Acute Care Hospital,Major Teaching,6,6.59,85755,0.91,0.37,1.89,Same,No,12,0.46,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,"Keck Hospital of USC, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4717,,,,,,12,,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543,"Kaiser Foundation Hospital, Baldwin Park",Acute Care Hospital,Major Teaching,1,2.22,49270,0.45,0.02,2.23,Same,Yes,12,0.00,
2019,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709,MemorialCare Miller Children's & Women's Hospital Long Beach,Acute Care Hospital,Pediatric,2,2.15,67610,0.93,0.16,3.08,Same,No,12,,
2019,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.67,15601,0.00,0.00,5.47,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,0,2.63,73220,0.00,0.00,1.14,Same,Yes,12,1.63,
2019,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",2,0.64,20211,3.12,0.38,11.27,Same,No,12,1.67,¥ See Data Dictionary
2019,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946,Kentfield Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,0,2.23,17635,0.00,0.00,1.34,Same,Yes,12,,
2019,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.47,38450,0.00,0.00,2.04,Same,Yes,12,,
2019,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.24,7597,0.00,0.00,15.06,Same,Yes,12,,¥ See Data Dictionary
2019,California,Mariposa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000105,John C. Fremont Healthcare District,Critical Access Hospital,Critical Access,0,0.10,4720,,,,,,12,,
2019,California,Mendocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,0,0.16,7904,,,,,,12,,
2019,California,Mendocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023,Mendocino Coast District Hospital,Critical Access Hospital,Critical Access,0,0.09,4522,,,,,,12,,
2019,California,Mendocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070,Adventist Health Ukiah Valley,Acute Care Hospital,"Community, <125 Beds",0,0.67,14122,0.00,0.00,5.53,Same,Yes,12,,¥ See Data Dictionary
2019,California,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",0,0.13,6050,,,,,,12,,
2019,California,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000113,Mercy Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,1.60,47390,1.25,0.21,4.12,Same,No,12,0.55,
2019,California,Modoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011,Modoc Medical Center,Critical Access Hospital,Critical Access,0,0.01,287,,,,,,12,,
2019,California,Modoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021,Surprise Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,331,,,,,,12,,
2019,California,Mono,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,0,0.05,2164,,,,,,12,,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,2.19,63461,0.91,0.15,3.02,Same,No,12,1.62,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3343,,,,,,12,,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.19,8052,,,,,,12,0.00,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,0,1.61,34988,0.00,0.00,1.86,Same,Yes,12,0.61,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,"Natividad Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8368,,,,,,12,,
2019,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",0,2.10,47594,0.00,0.00,1.43,Same,Yes,12,0.43,
2019,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,1.41,29046,0.71,0.04,3.49,Same,No,12,0.00,
2019,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,"Queen of the Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2755,,,,,,12,,
2019,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058,Adventist Health St. Helena,Acute Care Hospital,"Community, <125 Beds",0,0.77,16289,0.00,0.00,4.78,Same,Yes,12,,¥ See Data Dictionary
2019,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.60,17893,1.67,0.04,9.30,Same,No,12,2.30,¥ See Data Dictionary
2019,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,0,0.15,7406,,,,,,12,,
