Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,On_Track,Months,Notes
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),4,2.690,41518,1.49,0.47,3.58,Same,1.29,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),1,0.630,15074,1.60,0.04,8.90,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,Orange Coast Memorial Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),0,1.230,43858,0.00,0.00,2.43,Same,1.71,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,Community (<125 Beds),1,0.560,17291,1.78,0.05,9.94,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Healthsouth Tustin Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.270,14012,0.00,0.00,13.85,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,0.140,7498,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Orange,Long-term Acute Care Hospital,LTAC,0,1.790,14621,0.00,0.00,1.67,Same,2.83,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric,0,0.020,1494,,,,,,,4,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center of San Jose,Santa Clara,Acute Care Hospital,Community (>250 Beds),14,4.480,80380,3.13,1.78,5.12,Worse,1.16,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Hospital Los Gatos,Santa Clara,Acute Care Hospital,Community (125-250 Beds),0,0.520,12037,0.00,0.00,7.06,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,"El Camino Hospital Los Gatos, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.110,5823,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of The Monterey Peninsula,Monterey,Acute Care Hospital,Community (>250 Beds),2,2.110,51948,0.95,0.16,3.13,Same,1.62,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.060,3154,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Santa Cruz,Acute Care Hospital,Community (125-250 Beds),1,1.920,46258,0.52,0.03,2.56,Same,0.52,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,"Dominican Hospital, Rehabilitation Unit",Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.110,5799,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,Community (<125 Beds),0,0.440,18812,0.00,0.00,8.37,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,San Benito,Acute Care Hospital,Community (<125 Beds),0,0.260,7101,0.00,0.00,14.08,Same,3.88,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,3,1.640,33274,1.83,0.46,4.97,Same,0.61,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,"Natividad Medical Center, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.150,7793,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'Connor Hospital,Santa Clara,Acute Care Hospital,Major Teaching,3,2.010,37551,1.49,0.38,4.07,Same,0.54,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Memorial Hospital,Monterey,Acute Care Hospital,Community (>250 Beds),1,2.160,49268,0.46,0.02,2.28,Same,0.43,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Santa Clara,Acute Care Hospital,Major Teaching,1,9.820,124409,0.10,0.01,0.50,Better,0.85,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.250,13301,0.00,0.00,14.59,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (125-250 Beds),2,1.950,47252,1.03,0.17,3.39,Same,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),5,3.650,76864,1.37,0.50,3.04,Same,0.87,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),0,0.230,9837,0.00,0.00,16.01,Same,,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.090,4921,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Santa Cruz,Acute Care Hospital,Community (<125 Beds),0,0.290,16553,0.00,0.00,12.57,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,St. Louise Regional Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),0,1.100,20312,0.00,0.00,2.73,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,Acute Care Hospital,Community (<125 Beds),0,0.110,6111,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Packard Children's Hospital Stanford,Santa Clara,Acute Care Hospital,Pediatric,2,2.760,65402,0.72,0.12,2.39,Same,0.89,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Hospital,Santa Clara,Acute Care Hospital,Community (>250 Beds),2,3.480,76877,0.58,0.10,1.90,Same,0.32,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,Acute Care Hospital,Major Teaching,3,5.240,93213,0.57,0.15,1.56,Same,1,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Santa Clara,Acute Care Hospital,Major Teaching,19,12.460,146933,1.53,0.95,2.34,Same,0.84,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,San Diego,Acute Care Hospital,Community (125-250 Beds),3,1.390,33154,2.16,0.55,5.88,Same,0.61,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,"Rady Children's Hospital, San Diego",San Diego,Acute Care Hospital,Pediatric,1,2.980,95612,0.34,0.02,1.66,Same,1.06,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,San Diego,Acute Care Hospital,Community (>250 Beds),5,5.020,98706,1.00,0.37,2.21,Same,0.74,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.140,7279,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Acute Care Hospital,Community (>250 Beds),7,6.520,109655,1.07,0.47,2.12,Same,1.04,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,"Grossmont Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.070,3639,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,Palomar Health Downtown Campus,San Diego,Acute Care Hospital,Community (<125 Beds),0,0.000,0,,,,,0,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.130,6757,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,Kaiser Foundation Hospital Zion Medical Center,San Diego,Acute Care Hospital,Major Teaching,0,3.180,67641,0.00,0.00,0.94,Same,0.84,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),0,0.710,22539,0.00,0.00,5.18,Same,1.38,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,"Scripps Memorial Hospital, La Jolla",San Diego,Acute Care Hospital,Community (>250 Beds),6,5.410,93568,1.11,0.45,2.31,Same,0.91,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas",San Diego,Acute Care Hospital,Community (125-250 Beds),0,1.650,49072,0.00,0.00,1.81,Same,1.33,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.120,6510,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),1,2.830,62683,0.35,0.02,1.75,Same,0.69,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,"Tri-City Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.050,2654,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,Acute Care Hospital,Community (125-250 Beds),2,1.380,68356,1.45,0.24,4.79,Same,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),3,1.060,23776,2.84,0.72,7.72,Same,7.97,No,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.040,2309,,,,,,,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,Acute Care Hospital,Community (125-250 Beds),1,1.530,38326,0.66,0.03,3.23,Same,1.43,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),1,2.620,71661,0.38,0.02,1.88,Same,0.82,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,San Diego,Acute Care Hospital,Major Teaching,7,6.040,95968,1.16,0.51,2.29,Same,0.68,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,Acute Care Hospital,Community (<125 Beds),0,0.230,7619,0.00,0.00,15.76,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000040,El Centro Regional Medical Center,Imperial,Acute Care Hospital,Community (<125 Beds),0,0.900,23725,0.00,0.00,4.09,Same,1.08,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",San Diego,Long-term Acute Care Hospital,LTAC,6,2.550,19147,2.36,0.96,4.90,Same,2.97,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Acute Care Hospital,Community (>250 Beds),0,0.910,21303,0.00,0.00,4.04,Same,1.6,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.030,1766,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000146,Pioneers Memorial Healthcare District,Imperial,Acute Care Hospital,Community (<125 Beds),0,0.770,21913,0.00,0.00,4.81,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000154,"UC San Diego Health Hillcrest, Hillcrest Medical Center",San Diego,Acute Care Hospital,Major Teaching,1,3.270,35791,0.31,0.02,1.51,Same,1.47,Yes,6,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Vibra Hospital of San Diego,San Diego,Long-term Acute Care Hospital,LTAC,6,3.510,25529,1.71,0.69,3.55,Same,2.29,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090001116,UC San Diego Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,San Diego,Acute Care Hospital,Major Teaching,12,10.980,152181,1.09,0.59,1.86,Same,,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,1.040,23146,0.00,0.00,2.88,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,0,0.140,6748,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009,Healdsburg District Hospital,Sonoma,Critical Access Hospital,Critical Access,0,0.060,2780,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010,Northbay Medical Center,Solano,Acute Care Hospital,Community (125-250 Beds),0,2.140,36012,0.00,0.00,1.40,Same,1.42,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Acute Care Hospital,Major Teaching,1,1.730,39967,0.58,0.03,2.85,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.310,16273,0.00,0.00,11.92,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000019,Sutter Lakeside Hospital,Lake,Critical Access Hospital,Critical Access,2,0.150,7340,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000021,Mad River Community Hospital,Humboldt,Acute Care Hospital,Community (<125 Beds),0,0.190,9338,,,,,0,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023,Mendocino Coast District Hospital,Mendocino,Critical Access Hospital,Critical Access,0,0.090,4503,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038,Sonoma West Medical Center,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.060,2965,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040,Petaluma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.480,12155,0.00,0.00,7.62,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Queen of the Valley Medical Center,Napa,Acute Care Hospital,Community (125-250 Beds),1,1.490,31458,0.67,0.03,3.30,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,"Queen of the Valley Medical Center, Rehabilitation Unit",Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.050,2829,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000044,Adventist Health Clearlake,Lake,Critical Access Hospital,Critical Access,0,0.110,5313,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000045,Redwood Memorial Hospital,Humboldt,Critical Access Hospital,Critical Access,0,0.120,5677,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000049,Sutter Coast Hospital,Del Norte,Acute Care Hospital,Community (<125 Beds),0,0.280,7996,0.00,0.00,12.99,Same,,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000049,"Sutter Coast Hospital, Rehabilitation Unit",Del Norte,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.040,2058,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056,Sonoma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.100,4271,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000057,Jerold Phelps Community Hospital,Humboldt,Critical Access Hospital,Critical Access,0,0.030,1570,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,Community (125-250 Beds),0,0.590,17648,0.00,0.00,6.26,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000067,"St. Joseph Hospital, Eureka",Humboldt,Acute Care Hospital,Community (125-250 Beds),2,1.840,33768,1.08,0.18,3.58,Same,3.72,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068,Sutter Solano Medical Center,Solano,Acute Care Hospital,Community (<125 Beds),0,0.730,19839,0.00,0.00,5.04,Same,1.45,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000069,The General Hospital,Humboldt,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.050,2528,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Community (<125 Beds),0,0.430,13148,0.00,0.00,8.52,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378,Northbay Vacavalley Hospital,Solano,Acute Care Hospital,Community (<125 Beds),0,0.530,14986,0.00,0.00,6.92,Same,4.13,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,Acute Care Hospital,Community (125-250 Beds),0,1.190,38443,0.00,0.00,2.51,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944,"Kaiser Foundation Hospital, San Rafael",Marin,Acute Care Hospital,Community (<125 Beds),0,0.610,19306,0.00,0.00,6.00,Same,1.67,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946,Kentfield Hospital,Marin,Long-term Acute Care Hospital,LTAC,1,2.400,19854,0.42,0.02,2.06,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953,Marin General Hospital,Marin,Acute Care Hospital,Community (125-250 Beds),0,1.440,38209,0.00,0.00,2.08,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,Community (<125 Beds),0,0.200,6367,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000319,"Good Samaritan Hospital, Bakersfield",Kern,Acute Care Hospital,Community (<125 Beds),1,0.120,6657,,,,,0,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000336,Delano Regional Medical Center,Kern,Acute Care Hospital,Community (<125 Beds),2,0.310,8925,6.37,0.77,23.00,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000338,Bakersfield Memorial Hospital,Kern,Acute Care Hospital,Community (>250 Beds),0,3.580,65522,0.00,0.00,0.84,Same,0.63,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000342,Kern Medical Center,Kern,Acute Care Hospital,Major Teaching,1,2.860,42709,0.35,0.02,1.73,Same,0.99,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000344,Kern Valley Healthcare District,Kern,Critical Access Hospital,Critical Access,0,0.070,3249,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000404,Mercy Hospital,Kern,Acute Care Hospital,Community (<125 Beds),0,0.770,20145,0.00,0.00,4.77,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000409,Ridgecrest Regional Hospital,Kern,Critical Access Hospital,Critical Access,0,0.160,7466,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000411,Adventist Health Bakersfield,Kern,Acute Care Hospital,Community (>250 Beds),4,4.020,75656,1.00,0.32,2.40,Same,1.33,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000413,Adventist Health Tehachapi Valley,Kern,Critical Access Hospital,Critical Access,0,0.080,3724,,,,,,,11,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000555,Healthsouth Bakersfield Rehabilitation Hospital,Kern,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.450,23772,0.00,0.00,8.16,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000701,Mercy Southwest Hospital,Kern,Acute Care Hospital,Community (<125 Beds),0,1.180,27148,0.00,0.00,2.55,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001330,Bakersfield Heart Hospital,Kern,Acute Care Hospital,Community (<125 Beds),0,0.510,11962,0.00,0.00,7.25,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,Kaweah Delta Medical Center,Tulare,Acute Care Hospital,Community (>250 Beds),12,5.730,113435,2.10,1.14,3.56,Worse,0.69,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Tulare,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.130,6675,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464,Sierra View Medical Center,Tulare,Acute Care Hospital,Community (125-250 Beds),0,0.840,21643,0.00,0.00,4.38,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467,Tulare Regional Medical Center,Tulare,Acute Care Hospital,Community (<125 Beds),2,0.420,10602,4.78,0.58,17.27,Same,0,No,10,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000011,Alameda Hospital,Alameda,Acute Care Hospital,Community (<125 Beds),0,0.460,12249,0.00,0.00,8.02,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Alameda,Acute Care Hospital,Community (>250 Beds),0,2.580,60928,0.00,0.00,1.16,Same,0.48,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000014,Children's Hospital & Research Center Oakland,Alameda,Acute Care Hospital,Pediatric,0,1.780,46418,0.00,0.00,1.68,Same,0,Yes,12,
