Year ,State,HAI,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,County,Infection_Count,Patient_Days,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Comparison,Notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Redwood City",.,.,220000010,.,.,San Mateo,0,36339,0,0,2.22,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Riverside",.,.,250000707,.,.,Riverside,5,48168,2.31,0.85,5.13,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Roseville",.,.,030001370,.,.,Placer,1,76279,0.33,0.02,1.65,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Sacramento",.,.,030000130,.,.,Sacramento,1,42589,0.37,0.02,1.81,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Diego",.,.,080000144,.,.,San Diego,4,100743,0.69,0.22,1.66,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Francisco",.,.,220000008,.,.,San Francisco,0,58663,0,0,0.93,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Jose",.,.,070000150,.,.,Santa Clara,0,49244,0,0,1.39,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Rafael",.,.,110000944,.,.,Marin,0,21655,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Clara",.,.,070001355,.,.,Santa Clara,5,87156,1.24,0.45,2.75,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Rosa",.,.,110000508,.,.,Sonoma,1,30155,0.82,0.04,4.03,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South Sacramento",.,.,030000133,.,.,Sacramento,3,50451,1.4,0.36,3.81,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South San Francisco",.,.,220000009,.,.,San Mateo,0,22271,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Vacaville",.,.,630012364,.,.,Solano,2,18163,2.32,0.28,8.39,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Walnut Creek",.,.,140000190,.,.,Contra Costa,0,65284,0,0,1.17,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,930000076,.,.,Los Angeles,1,44560,0.52,0.03,2.57,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Woodland Hills",.,.,930000290,.,.,Los Angeles,1,43385,0.54,0.03,2.68,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaweah Delta Medical Center, Visalia",.,.,120001444,.,.,Tulare,6,114581,0.75,0.31,1.56,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Keck Hospital of USC, Los Angeles",.,.,930000912,.,.,Los Angeles,8,78823,1.61,0.75,3.06,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Medical Center, Bakersfield",.,.,120000342,.,.,Kern,3,53831,0.89,0.23,2.41,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Valley Healthcare District, Lake Isabella",.,.,120000344,.,.,Kern,0,3292,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),La Palma Intercommunity Hospital,.,.,060000024,.,.,Orange,2,19319,1.87,0.31,6.18,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Harbor-UCLA Medical Center, Torrance",.,.,060000027,.,.,Los Angeles,1,101554,0.09,0.01,0.45,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,060000028,.,.,Los Angeles,1,59694,0.47,0.02,2.31,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC+USC Medical Center, Los Angeles",.,.,060000040,.,.,Los Angeles,16,175593,0.94,0.56,1.5,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Laguna Honda Hospital & Rehab Center, San Francisco",.,.,220000012,.,.,San Francisco,0,1184,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lakewood Regional Medical Center,.,.,930000047,.,.,Los Angeles,0,38077,0,0,0.85,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lanterman Developmental Center, Pomona",.,.,170001771,.,.,Los Angeles,0,423,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lodi Memorial Hospital,Lodi Memorial Hospital-West,.,030000139,030000136,.,San Joaquin,2,33545,1.08,0.18,3.55,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Loma Linda UNIV Medical Center, Loma Linda","Loma Linda UNIV Heart & Surgical Hospital, Redlands","Loma Linda UNIV Medical Center East Hospital, Loma Linda",240000027,240000025,630012294,San Bernardino,16,198554,0.96,0.57,1.52,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Loma Linda University Medical Center - Murrieta,.,.,630012971,.,.,Riverside,4,30800,3.63,1.15,8.74,Higher,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lompoc Valley Medical Center,.,.,050000018,.,.,Santa Barbara,0,9662,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Long Beach Memorial Medical Center, Long Beach",.,.,930000095,.,.,Los Angeles,5,97550,0.62,0.23,1.37,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Alamitos Medical Center,.,.,060000025,.,.,Orange,0,44652,0,0,1.35,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,060000038,.,.,Los Angeles,2,68082,0.5,0.08,1.64,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Angeles Community Hospital,Norwalk Community Hospital,.,930000085,930000112,.,Los Angeles,10,40651,3.84,1.95,6.85,Higher,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Robles Hospital & Medical Center, Thousand Oaks","Los Robles Hospital & Medical Center, E  , Thousand Oaks",Thousand Oaks Surgical Hospital,050000020,050000553,050001468,Ventura,0,86935,0,0,0.85,Lower,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,070001349,.,.,Santa Clara,4,125139,0.65,0.21,1.56,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mad River Community Hospital, Arcata",.,.,110000021,.,.,Humboldt,2,10214,4.59,0.56,16.57,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Madera Community Hospital,.,.,040000111,.,.,Madera,1,23527,0.98,0.05,4.84,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mammoth Hospital,.,.,240000005,.,.,Mono,0,1597,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Marian Regional Medical Center,.,.,050000021,.,.,Santa Barbara,0,46082,0,0,1.59,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marian Regional Medical Center, Arroyo Grande",.,.,050000009,.,.,San Luis Obispo,0,8281,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marin General Hospital, Greenbrae",.,.,110000953,.,.,Marin,0,43040,0,0,1.63,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Marina Del Rey Hospital,.,.,930000044,.,.,Los Angeles,0,14800,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mark Twain Medical Center, San andreas",.,.,030000120,.,.,Calaveras,0,4450,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marshall Medical Center (1-Rh), Placerville",.,.,030000121,.,.,El Dorado,0,21607,0,0,2.53,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mayers Memorial Hospital, Fall River Mills",.,.,230000009,.,.,Shasta,0,1951,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Memorial Hospital Los Banos,.,.,040000110,.,.,Merced,0,4872,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Memorial Hospital of Gardena,.,.,930000092,.,.,Los Angeles,1,25419,0.58,0.03,2.88,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Memorial Medical Center, Modesto",.,.,030000123,.,.,Stanislaus,6,93686,0.83,0.34,1.72,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mendocino Coast District Hospital, Fort Bragg",.,.,110000023,.,.,Mendocino,0,5177,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Menifee Valley Medical Center, Sun City",.,.,250000727,.,.,Riverside,0,12434,0,0,2.66,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Menlo Park Surgical Hospital,.,.,220000716,.,.,San Mateo,0,405,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy General Hospital, Sacramento",.,.,030000124,.,.,Sacramento,2,73133,0.62,0.1,2.06,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Hospital of Folsom,.,.,030000901,.,.,Sacramento,0,21043,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy Hospital, Bakersfield","Mercy Southwest Hospital, Bakersfield",.,120000404,120000701,.,Kern,2,49248,0.94,0.16,3.11,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Merced,.,.,040000113,.,.,Merced,3,48166,0.89,0.23,2.43,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Mt. Shasta,.,.,230000012,.,.,Siskiyou,0,2882,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Redding,.,.,230000010,.,.,Shasta,5,59819,1.77,0.65,3.92,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mercy San Juan Medical Center, Carmichael",.,.,030000127,.,.,Sacramento,3,98195,0.36,0.09,0.97,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Methodist Hospital of Sacramento,.,.,030000037,.,.,Sacramento,3,39896,1.27,0.32,3.45,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Methodist Hospital of Southern CA, Arcadia",.,.,930000096,.,.,Los Angeles,1,71832,0.31,0.02,1.52,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mills-Peninsula Medical Center, Burlingame","Mills Health Center, San Mateo",.,220000017,220000004,.,San Mateo,0,50203,0,0,1.32,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Miracle Mile Medical Center, Los Angeles",.,.,930000158,.,.,Los Angeles,0,621,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mission Community Hospital, Panorama",.,.,930000027,.,.,Los Angeles,4,42422,1.75,0.56,4.23,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mission Hospital Laguna Beach,.,.,060000066,.,.,Orange,1,18685,1.43,0.04,7.98,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mission Hospital Regional Medical Center, Mission Viejo",.,.,060000060,.,.,Orange,3,71061,1.1,0.28,3,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Modoc Medical Center, Alturas",.,.,230000011,.,.,Modoc,0,648,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Montclair Hospital Medical Center,.,.,240000009,.,.,San Bernardino,1,13736,1.33,0.03,7.43,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Monterey Park Hospital,.,.,930000108,.,.,Los Angeles,0,14799,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Motion Picture & Television Hospital, Woodland Hills",.,.,930000109,.,.,Los Angeles,0,566,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mountains Community Hospital, Lake Arrowhead",.,.,240000052,.,.,San Bernardino,0,1340,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Natividad Medical Center, Salinas",.,.,070000145,.,.,Monterey,0,39092,0,0,1.96,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Medical Center, Fairfield",.,.,110000010,.,.,Solano,1,31764,0.65,0.03,3.18,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Vacavalley Hospital, Vacaville",.,.,110000378,.,.,Solano,0,10447,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northern Inyo Hospital, Bishop",.,.,240000037,.,.,Inyo,0,3016,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Northridge Hospital Medical Center,.,.,930000111,.,.,Los Angeles,5,67177,0.92,0.34,2.04,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Novato Community Hospital,.,.,110000982,.,.,Marin,0,3993,,,,.,¶  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,030000131,.,.,Stanislaus,0,4212,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"O'connor Hospital, San Jose",.,.,070000146,.,.,Santa Clara,7,45329,1.75,0.77,3.46,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ojai Valley Community Hospital, Ojai",.,.,050000023,.,.,Ventura,0,2381,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Olympia Medical Center, Los Angeles",.,.,930000105,.,.,Los Angeles,1,29311,0.95,0.05,4.7,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Orange Coast Memorial Medical Center, Fountain Valley",.,.,060000208,.,.,Orange,0,49060,0,0,1.7,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Oroville Hospital,.,.,230000014,.,.,Butte,3,43882,1.56,0.4,4.24,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Pacific Alliance Medical Center,.,.,930000057,.,.,Los Angeles,1,30607,0.75,0.04,3.68,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pacifica Hospital of The Valley, Sun Valley",.,.,930000133,.,.,Los Angeles,0,27153,0,0,2.58,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palm Drive Hospital, Sebastopol",.,.,110000038,.,.,Sonoma,0,3667,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Palmdale Regional Medical Center,.,.,930000077,.,.,Los Angeles,1,34876,0.53,0.03,2.63,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palo Verde Hospital, Blythe",.,.,250000042,.,.,Riverside,0,3982,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palomar Health Downtown Campus, Escondido","Palomar Medical Center, Escondido",.,080000142,630013873,.,San Diego,3,104933,0.63,0.16,1.71,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Paradise Valley Hospital, National City",.,.,090000145,.,.,San Diego,6,56611,2.03,0.82,4.22,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Parkview Community Hospital Medical Center, Riverside",.,.,250000044,.,.,Riverside,5,40485,1.99,0.73,4.42,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Patients' Hospital of Redding,.,.,230000444,.,.,Shasta,0,630,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Petaluma Valley Hospital, Petaluma",.,.,110000040,.,.,Sonoma,0,8939,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pioneers Memorial Healthcare District, Brawley",.,.,090000146,.,.,Imperial,0,18947,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Placentia Linda Hospital,.,.,060000062,.,.,Orange,0,14679,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Plumas District Hospital, Quincy",.,.,230000015,.,.,Plumas,,,,,,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomerado Hospital, Poway",.,.,080000147,.,.,San Diego,0,29001,0,0,2.09,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomona Valley Hospital Medical Center, Pomona",.,.,930000123,.,.,Los Angeles,8,106314,0.94,0.44,1.79,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Porterville Developmental Center,.,.,170001874,.,.,Tulare,0,1234,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Presbyterian Intercommunity Hospital, Whittier",.,.,930000099,.,.,Los Angeles,2,78497,0.54,0.09,1.78,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Holy Cross Medical Center, Mission Hills",.,.,930000066,.,.,Los Angeles,6,86914,1.38,0.56,2.86,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Little Company of Mary Medical Center, San Pedro",.,.,930000157,.,.,Los Angeles,1,29301,0.49,0.03,2.42,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Little Company of Mary Medical Center, Torrance",.,.,930000081,.,.,Los Angeles,1,72237,0.3,0.02,1.46,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Saint Joseph Medical Center, Burbank",.,.,930000101,.,.,Los Angeles,5,84710,1.42,0.52,3.14,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Tarzana Medical Center, Tarzana",.,.,930000091,.,.,Los Angeles,1,59739,0.34,0.02,1.69,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Queen of The Valley Medical Center, Napa",.,.,110000041,.,.,Napa,2,34378,1.11,0.19,3.65,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Rady Children's Hospital, San Diego",.,.,080000023,.,.,San Diego,1,80776,0.23,0.01,1.11,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Redlands Community Hospital,.,.,240000046,.,.,San Bernardino,2,49801,0.69,0.12,2.26,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Redwood Memorial Hospital, Fortuna",.,.,110000045,.,.,Humboldt,0,5468,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Regional Medical Center of San Jose,.,.,070000133,.,.,Santa Clara,8,64720,1.82,0.85,3.46,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Ridgecrest Regional Hospital,.,.,120000409,.,.,Kern,1,7812,2.54,0.06,14.14,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Riverside Community Hospital,.,.,250000049,.,.,Riverside,7,101659,1.36,0.59,2.69,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Riverside County Regional Medical Center, Moreno Valley",.,.,250000050,.,.,Riverside,5,92322,0.65,0.24,1.43,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,930000162,.,.,Los Angeles,16,150797,1.22,0.73,1.95,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saddleback Memorial Medical Center, Laguna Hills",Saddleback Memorial Medical Center-San Clemente,.,060000063,060000064,.,Orange,3,57126,1.01,0.26,2.76,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Agnes Medical Center, Fresno",.,.,040000126,.,.,Fresno,7,90148,1.26,0.55,2.49,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Medical Center, Lynwood",.,.,930000128,.,.,Los Angeles,4,97109,0.79,0.25,1.91,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Memorial Hospital, San Francisco",.,.,220000029,.,.,San Francisco,1,29127,0.46,0.02,2.25,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint John's Health Center, Santa Monica",.,.,930000100,.,.,Los Angeles,3,55087,1.23,0.31,3.35,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Louise Regional Hospital, Gilroy",.,.,070000635,.,.,Santa Clara,1,10319,1.8,0.05,10,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Vincent Medical Center, Los Angeles",.,.,930000104,.,.,Los Angeles,2,42049,0.77,0.13,2.55,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Salinas Valley Memorial Hospital,.,.,070000147,.,.,Monterey,0,49123,0,0,1.61,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Antonio Community Hospital, Upland",.,.,240000053,.,.,San Bernardino,4,56400,1.25,0.4,3.01,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Dimas Community Hospital,.,.,930000125,.,.,Los Angeles,0,14646,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Francisco General Hospital,.,.,220000019,.,.,San Francisco,7,89715,0.34,0.15,0.67,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gabriel Valley Medical Center, San Gabriel",.,.,930000041,.,.,Los Angeles,1,35043,0.45,0.02,2.23,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gorgonio Memorial Hospital, Banning",.,.,250000101,.,.,Riverside,1,15226,0.55,0.03,2.71,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin Community Hospital, Bakersfield",.,.,120000411,.,.,Kern,3,73810,0.72,0.18,1.96,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin General Hospital, French Camp",.,.,030000135,.,.,San Joaquin,2,40233,0.74,0.12,2.43,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Leandro Hospital,.,.,630013913,.,.,Alameda,1,12689,0.74,0.04,3.64,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Mateo Medical Center,.,.,220000007,.,.,San Mateo,0,19735,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Ramon Regional Medical Center,San Ramon Regional Medical Center South Building,.,140000704,140000683,.,Contra Costa,0,17255,,,,.,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santa Barbara Cottage Hospital,Cottage Rehabilitation Hospital at Santa Barbara,.,050000280,050000022,.,Santa Barbara,2,88495,0.43,0.07,1.4,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Clara Valley Medical Center, San Jose",.,.,070000149,.,.,Santa Clara,4,134979,0.34,0.11,0.81,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,930000049,.,.,Los Angeles,1,77450,0.2,0.01,0.99,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santa Rosa Memorial Hospital,.,.,140001268,.,.,Sonoma,4,57490,0.86,0.27,2.07,No Different,
