Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,2.61,67722,0.38,0.02,1.89,Same,Yes,12,0.62,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5527,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",6,7.11,117358,0.84,0.34,1.76,Same,No,12,0.51,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.1,5321,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543,Kaiser Foundation Hospital - Baldwin Park,Los Angeles,Acute Care Hospital,Major Teaching,1,2.95,54252,0.34,0.02,1.67,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072,Kaiser Foundation Hospital - Los Angeles,Los Angeles,Acute Care Hospital,Major Teaching,6,9,128537,0.67,0.27,1.39,Same,No,12,0.91,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050,Kaiser Foundation Hospital - Panorama City,Los Angeles,Acute Care Hospital,Major Teaching,0,2.18,39959,0,0,1.37,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071,Kaiser Foundation Hospital - South Bay,Los Angeles,Acute Care Hospital,Major Teaching,2,2.98,63106,0.67,0.11,2.21,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290,Kaiser Foundation Hospital - Woodland Hills,Los Angeles,Acute Care Hospital,Major Teaching,5,2.57,47769,1.95,0.71,4.31,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074,Kaiser Foundation Hospital-Downey,Los Angeles,Acute Care Hospital,Major Teaching,5,4.57,101923,1.09,0.4,2.42,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076,Kaiser Foundation Hospital-West LA,Los Angeles,Acute Care Hospital,Major Teaching,5,3.23,54698,1.55,0.57,3.43,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,6,5.78,88591,1.04,0.42,2.16,Same,No,12,0.46,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4754,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089,Kindred Hospital - La Mirada,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,5,1.96,14518,2.55,0.93,5.64,Same,No,12,1.51,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088,Kindred Hospital - Los Angeles,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,3,3.55,21634,0.85,0.22,2.3,Same,No,12,3.43,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042,Kindred Hospital - San Gabriel Valley,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,8,2.46,18147,3.25,1.51,6.17,Worse,No,12,2.47,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144,Kindred Hospital Baldwin Park,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,4,3.49,24163,1.15,0.36,2.77,Same,No,12,0.82,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033,Kindred Hospital Paramount,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,3,4.45,27941,0.67,0.17,1.83,Same,No,12,1.12,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039,Kindred Hospital South Bay,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,4,2.57,16458,1.56,0.49,3.75,Same,No,12,2.76,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035,L.A. Downtown Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.17,6595,,,,,,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000027,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,8,6.96,91686,1.15,0.53,2.18,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000038,LAC/Olive View-UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,4,2.47,48880,1.62,0.51,3.91,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,0.8,15668,2.51,0.3,9.07,Same,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.43,22496,0,0,8.62,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,4.05,51583,0.74,0.19,2.01,Same,No,12,1.69,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",3,0.74,23839,4.06,0.84,11.86,Same,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000040,Los Angeles General Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,17,12.72,148443,1.34,0.8,2.1,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000035,"Martin Luther King, Jr. Community Hospital",Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.61,58244,0,0,1.86,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,1.51,27179,0.66,0.03,3.27,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,Memorialcare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,10,6.33,106290,1.58,0.8,2.82,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,Memorialcare Long Beach Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6140,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709,Memorialcare Miller Children's & Women's Hospital Long Beach,Los Angeles,Acute Care Hospital,Pediatric,0,1.53,58521,0,0,1.96,Same,Yes,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,1.68,20940,1.19,0.2,3.95,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.49,7553,0,0,2.01,Same,Yes,12,0.82,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.45,15481,0,0,8.17,Same,Yes,12,3.84,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,4,4.81,67282,0.83,0.26,2.01,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7515,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",3,0.54,15691,5.57,1.15,16.28,Worse,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052,PIH Health Downey Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,1.66,30430,0.6,0.03,2.97,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,PIH Health Good Samaritan Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,2.63,45981,0.38,0.02,1.88,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,PIH Health Good Samaritan Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6076,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,PIH Health Whittier Hospital,Los Angeles,Acute Care Hospital,Major Teaching,3,6.33,99906,0.47,0.12,1.29,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,PIH Health Whittier Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4101,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000032,Pacific Gardens Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,0,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.53,11687,0,0,6.96,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,2.72,43046,0.37,0.02,1.81,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,3,6.52,102868,0.46,0.12,1.25,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,2.18,54644,1.38,0.35,3.75,Same,No,12,3.62,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,4.87,88568,0.21,0.01,1.01,Same,Yes,12,0.24,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3748,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,0.87,18757,1.15,0.03,6.39,Same,No,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5822,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,4.77,83087,0.63,0.16,1.71,Same,No,12,0.81,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",,,,,,,,,0,1.23,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,5,13.84,160073,0.36,0.13,0.8,Better,Yes,12,1.57,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100,Saint John's Health Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,2.17,52389,1.39,0.35,3.77,Same,No,12,1.03,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",2,0.65,14148,3.06,0.37,11.05,Same,No,12,1.49,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,1.84,36531,0.54,0.03,2.67,Same,No,12,0.46,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,4,4.94,92187,0.81,0.26,1.96,Same,No,12,0.17,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.06,25530,0,0,2.83,Same,Yes,12,0.51,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,"Community, >250 Beds",0,1.42,43064,0,0,2.12,Same,Yes,12,2.69,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4183,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.6,15866,0,0,6.19,Same,Yes,9,8.75,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128,St. Francis Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,5.04,72200,0.4,0.07,1.31,Same,Yes,12,0.99,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,St. Mary Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",7,5.1,63921,1.37,0.6,2.72,Same,No,12,0.72,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,St. Mary Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4315,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",4,6.66,129029,0.6,0.19,1.45,Same,No,12,0.6,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,USC Arcadia Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,5.77,61065,0.52,0.13,1.42,Same,No,12,0.31,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,USC Arcadia Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7180,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,1.83,16176,0.55,0.03,2.69,Same,No,12,2.1,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Major Teaching,3,1.43,25071,2.1,0.53,5.7,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,4.79,68393,0.42,0.07,1.38,Same,Yes,12,1.75,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3850,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.01,700,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,2.14,39073,0.94,0.16,3.09,Same,No,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,0.76,24433,0,0,4.88,Same,Yes,12,1.55,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000111,Madera Community Hospital,Madera,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000129,Valley Children's Hospital,Madera,Acute Care Hospital,Pediatric,1,2.91,67655,0.34,0.02,1.7,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944,Kaiser Foundation Hospital - San Rafael,Marin,Acute Care Hospital,"Community, <125 Beds",0,0.97,23962,0,0,3.81,Same,Yes,12,1.67,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946,Kentfield Hospital,Marin,Long-Term Acute Care Hospital,Long-Term Acute Care,1,3.1,16111,0.32,0.02,1.59,Same,Yes,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953,Marinhealth Medical Center,Marin,Acute Care Hospital,"Community, 125-250 Beds",1,2.67,48610,0.37,0.02,1.85,Same,Yes,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,"Community, <125 Beds",0,0.25,7040,0,0,14.48,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,0.04,2123,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,0,0.15,7226,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023,Adventist Health Mendocino Coast,Mendocino,Critical Access Hospital,Critical Access,0,0.11,5153,,,,,,11,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Major Teaching,0,0.72,13913,0,0,5.15,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000110,Memorial Hospital Los Banos,Merced,Acute Care Hospital,"Community, <125 Beds",1,0.15,6582,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000113,Mercy Medical Center,Merced,Acute Care Hospital,Major Teaching,1,2.39,50348,0.42,0.02,2.07,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access,,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.04,1769,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of the Monterey Peninsula,Monterey,Acute Care Hospital,"Community, >250 Beds",1,2.22,62046,0.45,0.02,2.22,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of the Monterey Peninsula,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3586,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Monterey,Critical Access Hospital,Critical Access,0,0.05,2460,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,0,2.1,39159,0,0,1.43,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9302,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Health Medical Center,Monterey,Acute Care Hospital,"Community, >250 Beds",0,1.95,43736,0,0,1.53,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,"Community, <125 Beds",2,0.58,13044,3.47,0.42,12.54,Same,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen of the Valley Medical Center,Napa,Acute Care Hospital,"Community, 125-250 Beds",1,1.18,23316,0.85,0.04,4.17,Same,No,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen of the Valley Medical Center,Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2896,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,"Community, <125 Beds",0,0.83,19902,0,0,4.46,Same,Yes,12,2.3,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.14,6771,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",2,1.7,30196,1.18,0.2,3.89,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000001,"Anaheim Community Hospital, LLC",Orange,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",1,0.69,17189,1.45,0.04,8.06,Same,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.2,5866,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,0.26,9888,0,0,14.42,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital of Orange County,Orange,Acute Care Hospital,Pediatric,2,2.97,79339,0.67,0.11,2.23,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.97,41383,0,0,3.81,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.39,20618,0,0,9.41,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.66,24060,0,0,5.6,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",4,5.47,79581,0.73,0.23,1.77,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",2,0.54,13816,3.73,0.45,13.49,Same,No,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,Healthbridge Children's Hospital - Orange,Orange,Acute Care Hospital,Pediatric,0,0.01,839,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",1,1.16,34813,0.87,0.04,4.27,Same,No,12,,
