Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.33,8806,0.00,0.00,11.15,Same,Yes,9,0.00,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",8,2.96,55886,2.70,1.25,5.13,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3339,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,2.94,68553,0.34,0.02,1.68,Same,Yes,12,0.62,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5436,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,5.71,113136,0.35,0.06,1.16,Same,Yes,12,0.51,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2093,,,,,,7,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,Acute Care Hospital,Major Teaching,4,2.25,47013,1.78,0.57,4.30,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,Acute Care Hospital,Major Teaching,2,4.94,86840,0.40,0.07,1.34,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,8,9.01,122077,0.89,0.41,1.69,Same,No,12,0.91,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,Acute Care Hospital,Major Teaching,4,2.13,39821,1.88,0.60,4.52,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Major Teaching,4,2.80,56853,1.43,0.45,3.44,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,Acute Care Hospital,Major Teaching,4,2.23,45607,1.80,0.57,4.33,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,Acute Care Hospital,Major Teaching,7,2.57,41383,2.73,1.19,5.40,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,9,6.60,85893,1.36,0.67,2.50,Same,No,12,0.46,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4901,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033,Kindred Hospital Paramount,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,8,4.16,28803,1.93,0.89,3.66,Same,No,12,1.12,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144,"Kindred Hospital, Baldwin Park",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,8,4.01,28128,1.99,0.93,3.79,Same,No,12,0.82,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089,"Kindred Hospital, La Mirada",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,4,1.94,14903,2.06,0.66,4.97,Same,No,12,1.51,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088,"Kindred Hospital, Los Angeles",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,7,3.88,24514,1.81,0.79,3.57,Same,No,12,3.43,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042,"Kindred Hospital, San Gabriel Valley",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,2,2.38,17219,0.84,0.14,2.78,Same,No,12,2.47,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039,"Kindred Hospital, South Bay",Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,9,2.13,14438,4.23,2.06,7.77,Worse,No,12,2.76,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035,L.A. Downtown Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,0.66,16268,1.52,0.04,8.44,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000040,LAC+USC Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,21,10.29,156638,2.04,1.30,3.07,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000027,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,5,6.06,84441,0.83,0.30,1.83,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000038,LAC/Olive View-UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,7,2.40,49948,2.91,1.27,5.76,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.04,24672,0.00,0.00,2.88,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.46,24072,0.00,0.00,8.06,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,2.80,42692,0.36,0.02,1.76,Same,Yes,12,1.69,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",4,0.90,24464,4.45,1.21,11.40,Worse,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000035,Martin Luther King Jr. Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.18,46018,0.00,0.00,2.54,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,"Community, <125 Beds",2,1.22,25587,1.63,0.27,5.40,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,MemorialCare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,6,6.69,96379,0.90,0.36,1.87,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,MemorialCare Long Beach Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6921,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709,MemorialCare Miller Children's & Women's Hospital Long Beach,Los Angeles,Acute Care Hospital,Pediatric,0,1.68,64228,0.00,0.00,1.79,Same,Yes,12,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,5.21,59634,0.38,0.06,1.27,Same,Yes,12,0.31,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Methodist Hospital of Southern California,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.15,7941,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,1.91,26138,1.05,0.18,3.46,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.74,5704,0.00,0.00,5.01,Same,Yes,12,0.82,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",3,0.42,17727,7.11,1.47,20.76,Worse,No,12,3.84,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,3,4.68,61899,0.64,0.16,1.75,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6563,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",5,0.53,14333,9.45,3.07,22.06,Worse,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105,Olympia Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,0.25,3795,0.00,0.00,14.49,Same,Yes,3,2.03,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052,"PIH Health Hospital, Downey",Los Angeles,Acute Care Hospital,Major Teaching,3,1.81,31873,1.66,0.42,4.51,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier",Los Angeles,Acute Care Hospital,Major Teaching,4,6.62,90756,0.61,0.19,1.46,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3927,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000032,Pacific Gardens Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.02,534,,,,,,3,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,0.43,12137,2.34,0.06,13.04,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,1,1.92,39533,0.52,0.03,2.58,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1747,,,,,,4,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,3,6.65,105637,0.45,0.12,1.23,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,2.33,52665,1.29,0.33,3.51,Same,No,12,3.62,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,3.56,82241,0.84,0.21,2.29,Same,No,12,0.24,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3883,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,0.89,17998,1.12,0.03,6.24,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8218,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,4.05,73998,0.49,0.08,1.63,Same,Yes,12,0.81,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100,Providence Saint John's Health Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",0,1.64,58361,0.00,0.00,1.83,Same,Yes,12,1.03,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",5,3.21,76787,1.56,0.57,3.46,Same,No,12,1.23,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.00,0,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,8,11.08,155158,0.72,0.34,1.37,Same,No,12,1.57,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,0.49,15353,2.03,0.05,11.29,Same,No,12,1.49,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,1.72,38019,1.16,0.20,3.84,Same,No,12,0.46,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,8,6.27,83390,1.28,0.59,2.42,Same,No,12,0.17,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,0.81,18497,3.69,0.76,10.77,Same,No,12,0.51,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,1.41,42799,2.13,0.54,5.80,Same,No,12,2.69,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4060,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.68,18094,0.00,0.00,5.43,Same,Yes,12,8.75,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128,St. Francis Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",7,4.68,74996,1.50,0.66,2.96,Same,No,12,0.99,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,Acute Care Hospital,"Community, >250 Beds",6,4.56,56490,1.32,0.53,2.74,Same,No,12,0.72,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.08,4284,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",5,5.40,110902,0.93,0.34,2.05,Same,No,12,0.60,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,0,1.47,12939,0.00,0.00,2.04,Same,Yes,12,2.10,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,1.32,24887,0.76,0.04,3.75,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,4.27,60585,0.70,0.18,1.91,Same,No,12,1.75,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3648,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.03,1473,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",6,2.03,38469,2.95,1.20,6.14,Worse,No,12,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,0.85,23754,2.35,0.28,8.48,Same,No,12,1.55,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000111,Madera Community Hospital,Madera,Acute Care Hospital,"Community, <125 Beds",0,0.60,15987,0.00,0.00,6.14,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000129,Valley Children's Hospital,Madera,Acute Care Hospital,Pediatric,1,2.39,69277,0.42,0.02,2.06,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944,"Kaiser Foundation Hospital, San Rafael",Marin,Acute Care Hospital,"Community, <125 Beds",0,0.61,20378,0.00,0.00,6.06,Same,Yes,12,1.67,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946,Kentfield Hospital,Marin,Long-Term Acute Care Hospital,Long-Term Acute Care,1,1.90,12390,0.53,0.03,2.59,Same,No,9,0.00,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953,MarinHealth Medical Center,Marin,Acute Care Hospital,"Community, 125-250 Beds",0,2.01,40962,0.00,0.00,1.49,Same,Yes,12,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,"Community, <125 Beds",0,0.25,6421,0.00,0.00,14.63,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,0.06,2668,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,0,0.17,8155,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023,Adventist Health Mendocino Coast,Mendocino,Critical Access Hospital,Critical Access,0,0.11,5113,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Major Teaching,2,0.77,13689,2.60,0.31,9.38,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000110,Memorial Hospital Los Banos,Merced,Acute Care Hospital,"Community, <125 Beds",0,0.17,7391,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000113,Mercy Medical Center,Merced,Acute Care Hospital,Major Teaching,1,2.18,54237,0.46,0.02,2.26,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,0,0.03,1253,,,,,,11,,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access,0,0.01,280,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.04,2097,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of The Monterey Peninsula,Monterey,Acute Care Hospital,"Community, >250 Beds",4,2.16,55395,1.85,0.59,4.46,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of The Monterey Peninsula,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3527,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,"Community, <125 Beds",0,0.03,1865,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,1,2.25,38599,0.45,0.02,2.20,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.17,8817,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Memorial Hospital,Monterey,Acute Care Hospital,"Community, >250 Beds",0,1.80,40702,0.00,0.00,1.66,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,"Community, <125 Beds",0,0.61,14002,0.00,0.00,6.03,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen of the Valley Medical Center,Napa,Acute Care Hospital,"Community, 125-250 Beds",1,0.91,23637,1.10,0.03,6.10,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen of the Valley Medical Center,Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3124,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,"Community, <125 Beds",1,0.98,21181,1.02,0.03,5.67,Same,No,12,2.30,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.16,7647,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",1,1.19,32192,0.84,0.04,4.13,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",3,0.93,21860,3.24,0.67,9.46,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.34,7150,0.00,0.00,10.78,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,0.21,8286,0.00,0.00,17.20,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital of Orange County,Orange,Acute Care Hospital,Pediatric,0,2.65,64141,0.00,0.00,1.13,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,0.98,41896,0.00,0.00,3.76,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.28,14657,0.00,0.00,13.24,Same,Yes,12,,¥ See Data Dictionary
