Year,State,HAI,Facility_ID1,Facility_Name1,County,Hospital_Onset_Cases,Predicted_Cases,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,0,1.18,28620,0,0,2.53,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,1,2.34,64302,0.43,0.02,2.1,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,0,1.72,44117,0,0,1.75,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,2,1.73,45394,1.15,0.19,3.81,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120001444,Kaweah Delta Medical Center,Tulare,4,8.24,104533,0.49,0.15,1.17,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,3,6.27,84150,0.48,0.12,1.3,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000342,Kern Medical Center,Kern,4,2.72,51323,1.47,0.47,3.55,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000344,Kern Valley Healthcare District,Kern,0,0.11,3202,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000024,La Palma Intercommunity Hospital,Orange,2,0.67,17504,2.98,0.36,10.77,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,5,7.03,95158,0.71,0.26,1.58,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,7,3.97,65469,1.76,0.77,3.48,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000028,LAC/Rancho Los Amigos National Rehabilitation Ctr,Los Angeles,1,1.38,34112,0.73,0.04,3.58,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000040,LAC+USC Medical Center,Los Angeles,25,15.1,165693,1.66,1.1,2.41,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,0,0.01,277,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000047,Lakewood Regional Medical Center,Los Angeles,3,4.61,39906,0.65,0.17,1.77,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000139,Lodi Memorial Hospital,San Joaquin,1,1.54,34042,0.65,0.03,3.2,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,2,4.91,90738,0.41,0.07,1.35,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,25,6.82,116258,3.67,2.43,5.33,Higher,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630012971,Loma Linda University Medical Center - Murrieta,Riverside,1,1.79,33814,0.56,0.03,2.76,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000018,Lompoc Valley Medical Center,Santa Barbara,1,0.39,8867,2.59,0.07,14.44,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000095,Long Beach Memorial Medical Center,Los Angeles,8,7.69,102536,1.04,0.48,1.98,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000025,Los Alamitos Medical Center,Orange,2,2.35,46281,0.85,0.14,2.81,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000085,Los Angeles Community Hospital,Los Angeles,7,2.77,53598,2.53,1.11,5,Higher,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000020,Los Robles Hospital & Medical Center,Ventura,5,2.71,71217,1.84,0.68,4.08,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000553,Los Robles Hospital & Medical Center - East Campus,Ventura,0,0.62,9665,0,0,5.93,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70001349,Lucile Packard Children's Hospital Stanford,Santa Clara,3,4.85,94282,0.62,0.16,1.68,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000021,Mad River Community Hospital,Humboldt,0,0.51,10966,0,0,7.22,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),40000111,Madera Community Hospital,Madera,0,0.64,16867,0,0,5.79,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000005,Mammoth Hospital,Mono,0,0.06,1580,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000021,Marian Regional Medical Center,Santa Barbara,1,2.01,50980,0.5,0.03,2.45,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,0,0.35,8438,0,0,10.5,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000953,Marin General Hospital,Marin,0,1.61,38575,0,0,1.86,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000044,Marina Del Rey Hospital,Los Angeles,3,0.58,15272,5.18,1.07,15.13,Higher,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000120,Mark Twain Medical Center,Calaveras,0,0.14,3935,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000121,Marshall Medical Center,El Dorado,2,1.43,21844,1.4,0.23,4.61,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000009,Mayers Memorial Hospital,Shasta,0,0.08,2370,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),40000110,Memorial Hospital Los Banos,Merced,0,0.18,4947,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000092,Memorial Hospital of Gardena,Los Angeles,10,2.23,51033,4.49,2.28,8,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000123,Memorial Medical Center,Stanislaus,4,4.3,78692,0.93,0.3,2.24,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000023,Mendocino Coast District Hospital,Mendocino,0,0.23,4924,0,0,15.79,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000727,Menifee Valley Medical Center,Riverside,0,0.92,11334,0,0,4,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000716,Menlo Park Surgical Hospital,San Mateo,0,0.01,310,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000124,Mercy General Hospital,Sacramento,2,2.64,66024,0.76,0.13,2.5,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000404,Mercy Hospital,Kern,0,1.4,23636,0,0,2.14,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000901,Mercy Hospital of Folsom,Sacramento,0,0.98,26623,0,0,3.75,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),40000113,Mercy Medical Center,Merced,1,2.29,47717,0.44,0.02,2.15,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,0,0.11,3163,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000010,Mercy Medical Center Redding,Shasta,3,2.52,60273,1.19,0.3,3.24,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000127,Mercy San Juan Medical Center,Sacramento,1,6.8,106869,0.15,0.01,0.73,Lower,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000701,Mercy Southwest Hospital,Kern,0,1.14,26418,0,0,2.62,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000037,Methodist Hospital of Sacramento,Sacramento,3,2.61,42721,1.15,0.29,3.13,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000096,Methodist Hospital of Southern California,Los Angeles,1,2.75,70491,0.36,0.02,1.8,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000017,Mills-Peninsula Medical Center,San Mateo,5,2.14,52845,2.34,0.86,5.19,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000158,Miracle Mile Medical Center,Los Angeles,0,0.02,465,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000027,Mission Community Hospital,Los Angeles,1,1.59,21053,0.63,0.03,3.09,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000066,Mission Hospital Laguna Beach,Orange,0,0.35,9171,0,0,10.44,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000060,Mission Hospital Regional Medical Center,Orange,2,2.56,69093,0.78,0.13,2.58,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000011,Modoc Medical Center,Modoc,0,0.02,456,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,0,0.63,10584,0,0,5.83,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000108,Monterey Park Hospital,Los Angeles,2,,16321,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000109,Motion Picture & Television Hospital,Los Angeles,0,,0,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000017,Seneca District Hospital,Plumas,0,0.02,585,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,0,,0,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000145,Natividad Medical Center,Monterey,1,1.41,36154,0.71,0.04,3.49,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000010,Northbay Medical Center,Solano,2,1.48,33925,1.35,0.23,4.45,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000378,Northbay Vacavalley Hospital,Solano,1,0.46,11619,2.16,0.06,12.01,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000037,Northern Inyo Hospital,Inyo,0,0.19,4357,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,0,4.5,50223,0,0,0.67,Lower,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000982,Novato Community Hospital,Marin,0,0.2,5642,0,0,18.25,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000131,Oak Valley District Hospital,Stanislaus,0,,249,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000146,O'Connor Hospital,Santa Clara,1,1.96,36836,0.51,0.03,2.51,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000023,Ojai Valley Community Hospital,Ventura,0,0.08,2219,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000105,Olympia Medical Center,Los Angeles,3,2.13,28173,1.41,0.36,3.83,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000208,Orange Coast Memorial Medical Center,Orange,3,2.12,46802,1.42,0.36,3.86,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000073,Orange County Global Medical Center,Orange,3,2.23,38125,1.34,0.34,3.66,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000001,Orchard Hospital,Butte,0,,11,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000014,Oroville Hospital,Butte,2,2.15,42792,0.93,0.16,3.07,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000057,Pacific Alliance Medical Center,Los Angeles,4,1.66,33875,2.41,0.76,5.8,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000133,Pacifica Hospital of the Valley,Los Angeles,2,1.12,23237,1.79,0.3,5.9,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,5,2.08,37341,2.41,0.88,5.33,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000042,Palo Verde Hospital,Riverside,0,0.27,3277,0,0,13.84,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000142,Palomar Health Downtown Campus,San Diego,0,0.63,17469,0,0,5.89,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630013873,Palomar Medical Center,San Diego,7,3.89,86486,1.8,0.79,3.56,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000145,Paradise Valley Hospital,San Diego,6,3.12,56756,1.93,0.78,4,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000044,Parkview Community Hospital Medical Center,Riverside,4,2.64,45717,1.52,0.48,3.65,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000444,Patients' Hospital of Redding,Shasta,0,0.02,608,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000040,Petaluma Valley Hospital,Sonoma,0,0.43,10552,0,0,8.67,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000052,PIH Hospital - Downey,Los Angeles,3,1.46,28870,2.06,0.52,5.6,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000146,Pioneers Memorial Healthcare District,Imperial,0,0.88,20030,0,0,4.19,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000062,Placentia Linda Hospital,Orange,1,0.72,15109,1.38,0.04,7.71,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000015,Plumas District Hospital,Plumas,0,0.05,1401,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000147,Pomerado Hospital,San Diego,0,0.92,24086,0,0,4,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,9,3.93,106944,2.29,1.12,4.21,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),170001874,Porterville Developmental Center,Tulare,0,0.03,879,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000099,Presbyterian Intercommunity Hospital,Los Angeles,3,3.29,73454,0.91,0.23,2.48,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,1,3.48,82148,0.29,0.01,1.42,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,0,0.99,27561,0,0,3.74,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,3,3.86,80321,0.78,0.2,2.11,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000100,Providence Saint John's Health Center,Los Angeles,2,2.33,60829,0.86,0.14,2.84,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,5,4.07,66424,1.23,0.45,2.72,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000091,Providence Tarzana Medical Center,Los Angeles,8,2.27,55947,3.53,1.64,6.7,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000041,Queen of the Valley Medical Center,Napa,0,1.21,27998,0,0,2.49,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000023,Rady Children's Hospital - San Diego,San Diego,3,4.57,89037,0.66,0.17,1.79,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,1,2.39,46709,0.42,0.02,2.06,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000045,Redwood Memorial Hospital,Humboldt,0,0.27,6045,0,0,13.62,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000133,Regional Medical Center of San Jose,Santa Clara,5,3.07,71604,1.63,0.6,3.61,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000261,Rideout Memorial Hospital,Yuba,4,4.09,53315,0.98,0.31,2.36,No Difference,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000409,Ridgecrest Regional Hospital,Kern,0,,5358,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000049,Riverside Community Hospital,Riverside,7,4.1,105586,1.71,0.75,3.38,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000050,Riverside County Regional Medical Center,Riverside,8,6.08,77220,1.32,0.61,2.5,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,24,11.96,152865,2.01,1.32,2.94,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000063,Saddleback Memorial Medical Center,Orange,0,2.11,51734,0,0,1.42,No Difference,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),40000126,Saint Agnes Medical Center,Fresno,6,3.63,92615,1.65,0.67,3.43,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000128,Saint Francis Medical Center,Los Angeles,4,4.08,99517,0.98,0.31,2.37,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000029,Saint Francis Memorial Hospital,San Francisco,2,0.94,22115,2.14,0.26,7.72,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000635,Saint Louise Regional Hospital,Santa Clara,0,1.36,20076,0,0,2.21,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000104,Saint Vincent Medical Center,Los Angeles,2,2.71,41681,0.74,0.12,2.44,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000147,Salinas Valley Memorial Hospital,Monterey,1,,39314,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,1,2.3,57824,0.43,0.02,2.14,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000125,San Dimas Community Hospital,Los Angeles,1,0.78,16349,1.29,0.03,7.17,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000019,San Francisco General Hospital,San Francisco,4,10.3,86646,0.39,0.12,0.94,Lower,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000041,San Gabriel Valley Medical Center,Los Angeles,1,2.38,48710,0.42,0.02,2.07,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,0,0.95,17359,0,0,3.89,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000411,San Joaquin Community Hospital,Kern,4,2.85,75530,1.41,0.45,3.39,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000135,San Joaquin General Hospital,San Joaquin,4,2.07,44793,1.93,0.61,4.66,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630013913,San Leandro Hospital,Alameda,1,0.85,12584,1.18,0.03,6.59,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000007,San Mateo Medical Center,San Mateo,0,0.46,12955,0,0,7.95,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000704,San Ramon Regional Medical Center,Contra Costa,0,0.8,19350,0,0,4.58,No Difference,"¥ See Data Dictionary; * Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000280,Santa Barbara Cottage Hospital,Santa Barbara,1,5.98,85746,0.17,0.01,0.83,Lower,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000149,Santa Clara Valley Medical Center,Santa Clara,7,11.31,141084,0.62,0.27,1.23,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,1,4.77,73441,0.21,0.01,1.03,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140001268,Santa Rosa Memorial Hospital,Sonoma,2,2.53,67281,0.79,0.13,2.61,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,0,0.03,790,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000022,Scripps Green Hospital,San Diego,1,1.67,38971,0.6,0.03,2.96,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000150,Scripps Memorial Hospital - Encinitas,San Diego,2,1.82,45855,1.1,0.18,3.63,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000149,Scripps Memorial Hospital - La Jolla,San Diego,3,3.08,81185,0.97,0.25,2.65,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000025,Scripps Mercy Hospital,San Diego,4,7.53,88841,0.53,0.17,1.28,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000016,Scripps Mercy Hospital Chula Vista,San Diego,2,1.8,41597,1.11,0.19,3.66,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000025,Sequoia Hospital,San Mateo,0,1.06,23307,0,0,2.83,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000026,Seton Medical Center,San Mateo,2,1.45,30643,1.38,0.23,4.55,No Difference,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000021,Sharp Chula Vista Medical Center,San Diego,2,2.69,73189,0.74,0.13,2.46,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000033,Sharp Coronado Hospital and Healthcare Center,San Diego,0,0.24,5873,0,0,15.09,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,0,2.75,75875,0,0,1.09,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000036,Sharp Memorial Hospital,San Diego,5,5.73,92536,0.87,0.32,1.93,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000016,Shasta Regional Medical Center,Shasta,2,1.85,32824,1.08,0.18,3.58,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000140,Sherman Oaks Hospital,Los Angeles,1,2.06,34065,0.49,0.02,2.4,No Difference,
