Year,State,HAI,Facility_ID,Facility_Name,County,Facility_Category,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,Notes
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261,Rideout Memorial Hospital,Yuba,General Acute Care Hospital,Community (125-250 Beds),4,2.55,56678,1.57,0.5,3.79,Same,1.71,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,General Acute Care Hospital,Community (<125 Beds),2,0.81,18674,2.48,0.3,8.96,Same,2.3,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.11,5166,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000405,Enloe Rehabilitation Center,Butte,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.13,7017,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital of Northern California,Shasta,Long-term Acute Care Hospital,LTAC,3,1.88,17040,1.6,0.41,4.35,Same,1.64,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital of Redding,Shasta,General Acute Care Hospital,Community (<125 Beds),0,0.01,521,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,San Bernardino,General Acute Care Hospital,Community (<125 Beds),0,0.18,7788,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.03,1390,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),1,0.59,17497,1.69,0.04,9.42,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.03,1468,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),0,0.43,10668,0,0,8.68,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),0,0.19,8274,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,General Acute Care Hospital,Major Teaching,1,4.66,97168,0.22,0.01,1.06,Same,0.45,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University East Campus Hospital,San Bernardino,General Acute Care Hospital,Major Teaching,0,0.96,13735,0,0,3.83,Same,,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,"Loma Linda University East Campus Hospital, Rehabilitation Unit",San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.36,18687,0,0,10.38,Same,3.97,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,General Acute Care Hospital,Major Teaching,9,7.69,101035,1.17,0.57,2.15,Same,1.89,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.03,1536,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000037,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0.09,4320,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-term Acute Care Hospital,LTAC,7,4.1,27955,1.71,0.75,3.38,Same,1.66,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,General Acute Care Hospital,Community (125-250 Beds),1,1.91,47221,0.52,0.03,2.58,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,, ,,, , ,,,"Incomplete Reporter, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,General Acute Care Hospital,Community (>250 Beds),2,2.45,59638,0.82,0.14,2.7,Same,0.41,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),0,0.88,22633,0,0,4.2,Same,1.07,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,San Bernardino,General Acute Care Hospital,Community (>250 Beds),1,1.06,26105,0.95,0.05,4.67,Same,0.64,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,San Bernardino,General Acute Care Hospital,Major Teaching,5,8.11,114022,0.62,0.23,1.37,Same,1.63,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000102,Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0,9,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,General Acute Care Hospital,Community (>250 Beds),4,4.2,68142,0.95,0.3,2.3,Same,1.62,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,General Acute Care Hospital,Community (125-250 Beds),3,2.88,67442,1.04,0.27,2.84,Same,0.35,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.28,14607,0,0,13.28,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,San Bernardino,General Acute Care Hospital,Community (125-250 Beds),0,1.17,36090,0,0,2.55,Same,1.98,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-term Acute Care Hospital,LTAC,1,2.79,18590,0.36,0.02,1.77,Same,1.46,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Riverside,Long-term Acute Care Hospital,LTAC,3,2.16,12248,1.39,0.35,3.79,Same,1.3,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Riverside,General Acute Care Hospital,Community (125-250 Beds),3,1.11,26617,2.71,0.69,7.37,Same,0,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,General Acute Care Hospital,Community (>250 Beds),7,5.8,96405,1.21,0.53,2.39,Same,1.3,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.06,2906,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Riverside,General Acute Care Hospital,Major Teaching,3,4.57,74127,0.66,0.17,1.79,Same,0.62,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,"Eisenhower Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4329,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Valley Medical Center,Riverside,General Acute Care Hospital,Major Teaching,6,2.38,44182,2.52,1.02,5.25,Worse,3.03,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Riverside,General Acute Care Hospital,Community (125-250 Beds),0,0.9,23136,0,0,4.11,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Riverside,General Acute Care Hospital,Community (<125 Beds),0,0.06,2615,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Parkview Community Hospital Medical Center,Riverside,General Acute Care Hospital,Community (125-250 Beds),7,1.9,43484,3.68,1.61,7.27,Worse,2,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Riverside,General Acute Care Hospital,Community (>250 Beds),7,6.16,103268,1.14,0.5,2.25,Same,1.32,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,Riverside University Health System - Medical Center,Riverside,General Acute Care Hospital,Major Teaching,5,6.54,103881,0.76,0.28,1.69,Same,1.58,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,General Acute Care Hospital,Community (<125 Beds),1,0.68,16992,1.48,0.04,8.24,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Riverside,General Acute Care Hospital,Community (<125 Beds),2,1.42,33228,1.41,0.24,4.66,Same,1.79,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Riverside,General Acute Care Hospital,Community (<125 Beds),0,1,28436,0,0,3.7,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,General Acute Care Hospital,Major Teaching,2,2.88,54360,0.7,0.12,2.3,Same,0.4,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Valley Medical Center,Riverside,General Acute Care Hospital,Community (<125 Beds),0,0.49,10926,0,0,7.5,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital of Sacramento,Sacramento,General Acute Care Hospital,Community (125-250 Beds),2,1.54,41096,1.3,0.22,4.3,Same,0.99,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000108,Sutter Amador Hospital,Amador,General Acute Care Hospital,Community (<125 Beds),0,0.17,9046,, , ,,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Placer,General Acute Care Hospital,Community (<125 Beds),0,0.54,12107,0,0,6.85,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Sacramento,General Acute Care Hospital,Major Teaching,16,18.8,186887,0.85,0.5,1.35,Same,1.11,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.1,5450,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000114,Barton Memorial Hospital,El Dorado,General Acute Care Hospital,Community (<125 Beds),0,0.23,7366,0,0,15.98,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000117,Dameron Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),1,1.25,27516,0.8,0.04,3.93,Same,2.39,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000118,Doctors Hospital of Manteca,San Joaquin,General Acute Care Hospital,Community (<125 Beds),1,0.65,14899,1.55,0.04,8.64,Same,1.78,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000120,Mark Twain Medical Center,Calaveras,Critical Access Hospital,Critical Access,0,0.08,3612,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000121,Marshall Medical Center,El Dorado,General Acute Care Hospital,Community (<125 Beds),0,0.8,21794,0,0,4.61,Same,2.12,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000122,Doctors Medical Center,Stanislaus,General Acute Care Hospital,Community (>250 Beds),15,11.29,136495,1.33,0.77,2.14,Same,1.22,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000123,Memorial Medical Center,Stanislaus,General Acute Care Hospital,Community (>250 Beds),4,4.01,82621,1,0.32,2.4,Same,0.94,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,General Acute Care Hospital,Community (>250 Beds),3,3.2,63081,0.94,0.24,2.55,Same,0.46,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,"Mercy General Hospital, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6121,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000125,Emanuel Medical Center,Stanislaus,General Acute Care Hospital,Community (125-250 Beds),0,1.57,38903,0,0,1.91,Same,0.66,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Sacramento,General Acute Care Hospital,Major Teaching,3,8.79,101063,0.34,0.09,0.93,Better,0.12,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000129,Central Valley Specialty Hospital,Stanislaus,Long-term Acute Care Hospital,LTAC,2,3.16,29774,0.63,0.11,2.09,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,General Acute Care Hospital,Community (>250 Beds),4,2.15,50703,1.86,0.59,4.5,Same,0.38,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000131,Oak Valley Hospital District,Stanislaus,General Acute Care Hospital,Community (<125 Beds),0,0.07,3377,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,General Acute Care Hospital,Community (125-250 Beds),0,1.76,56635,0,0,1.7,Same,1.45,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Hospital,Placer,General Acute Care Hospital,Community (>250 Beds),4,3.32,84078,1.21,0.38,2.91,Same,1.01,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,"Sutter Roseville Hospital, Rehabilitation Unit",Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.26,13855,3.8,0.1,21.15,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000135,San Joaquin General Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),4,2.4,47675,1.67,0.53,4.03,Same,1.54,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Lodi Memorial Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),4,1.31,32322,3.06,0.97,7.38,Same,0.66,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,"Lodi Memorial Hospital, Rehabilitation Unit",San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2235,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000141,Sutter Tracy Community Hospital,San Joaquin,General Acute Care Hospital,Community (<125 Beds),0,0.4,12329,0,0,9.18,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,General Acute Care Hospital,Major Teaching,6,7.32,87119,0.82,0.33,1.71,Same,1.01,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000146,Woodland Memorial Hospital,Yolo,General Acute Care Hospital,Community (<125 Beds),0,0.53,12223,0,0,6.99,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000149,Sutter Davis Hospital,Yolo,General Acute Care Hospital,Community (<125 Beds),0,0.29,12936,0,0,12.84,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Sacramento,General Acute Care Hospital,Community (>250 Beds),9,6.66,141411,1.35,0.66,2.48,Same,0.69,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital of Folsom,Sacramento,General Acute Care Hospital,Community (<125 Beds),0,0.86,25476,0,0,4.28,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital of Sacramento,Sacramento,Long-term Acute Care Hospital,LTAC,2,2.65,15707,0.75,0.13,2.49,Same,1.29,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,General Acute Care Hospital,Community (125-250 Beds),1,1.64,46878,0.61,0.03,3,Same,2.28,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,"Kaiser Foundation Hospital, Roseville",Placer,General Acute Care Hospital,Community (>250 Beds),2,3.17,91559,0.63,0.11,2.08,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals for Children Northern California,Sacramento,General Acute Care Hospital,Pediatric,0,0.25,8998,0,0,14.88,Same,,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001661,Stanislaus Surgical Hospital,Stanislaus,General Acute Care Hospital,Community (<125 Beds),0,0.02,1020,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001799,Sonora Regional Medical Center,Tuolumne,General Acute Care Hospital,Community (<125 Beds),1,0.64,21828,1.56,0.04,8.7,Same,0,"¥ See Data Dictionary; * Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000095,Clovis Community Medical Center,Fresno,General Acute Care Hospital,Community (125-250 Beds),1,2.36,70948,0.42,0.02,2.09,Same,0.43,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000096,Coalinga Regional Medical Center,Fresno,General Acute Care Hospital,Community (<125 Beds),0,0.01,463,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000101,Community Regional Medical Center,Fresno,General Acute Care Hospital,Major Teaching,29,15.26,201947,1.9,1.3,2.69,Worse,1.36,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000101,"Community Regional Medical Center, Rehabilitation Unit",Fresno,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9376,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,0.09,4127,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000110,Memorial Hospital Los Banos,Merced,General Acute Care Hospital,Community (<125 Beds),0,0.14,5115,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000111,Madera Community Hospital,Madera,General Acute Care Hospital,Community (<125 Beds),0,0.39,15583,0,0,9.44,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000113,Mercy Medical Center,Merced,General Acute Care Hospital,Community (125-250 Beds),0,1.98,53565,0,0,1.52,Same,0.55,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000122,Adventist Medical Center - Selma,Fresno,General Acute Care Hospital,Community (<125 Beds),0,0.15,6729,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000124,Adventist Medical Center - Reedley,Fresno,General Acute Care Hospital,Community (<125 Beds),0,0.14,6676,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000126,Saint Agnes Medical Center,Fresno,General Acute Care Hospital,Community (>250 Beds),2,4.65,95905,0.43,0.07,1.42,Same,1.47,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000129,Valley Children's Hospital,Madera,General Acute Care Hospital,Pediatric,1,2.64,77855,0.38,0.02,1.87,Same,1.63,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000254,Fresno Surgical Hospital,Fresno,General Acute Care Hospital,Community (<125 Beds),0,0.04,3254,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000613,San Joaquin Valley Rehabilitation Hospital,Fresno,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.35,18461,0,0,10.51,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000949,"Kaiser Foundation Hospital, Fresno",Fresno,General Acute Care Hospital,Community (125-250 Beds),1,1.42,31754,0.7,0.04,3.47,Same,2.83,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040001397,Fresno Heart and Surgical Hospital,Fresno,General Acute Care Hospital,Community (<125 Beds),0,0.37,11681,0,0,9.89,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),0,0.33,8341,0,0,11.24,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",San Luis Obispo,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.11,6013,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000014,Community Memorial Hospital - San Buenaventura,Ventura,General Acute Care Hospital,Major Teaching,1,2.39,53178,0.42,0.02,2.07,Same,1.07,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000016,French Hospital Medical Center,San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),0,0.51,16672,0,0,7.25,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000017,Goleta Valley Cottage Hospital,Santa Barbara,General Acute Care Hospital,Community (<125 Beds),0,0.11,3963,, , ,,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000018,Lompoc Valley Medical Center,Santa Barbara,General Acute Care Hospital,Community (<125 Beds),0,0.18,8312,, , ,,4.7,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000020,Los Robles Hospital & Medical Center,Ventura,General Acute Care Hospital,Community (<125 Beds),4,3.24,72265,1.23,0.39,2.98,Same,1.41,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000021,Marian Regional Medical Center,Santa Barbara,General Acute Care Hospital,Community (125-250 Beds),2,2.38,51973,0.84,0.14,2.78,Same,0.41,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000023,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,0,0.04,1928,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000026,St Johns Pleasant Valley Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),8,0.62,13491,12.98,5.6,25.57,Worse,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0,0.02,822,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000031,Sierra Vista Regional Medical Center,San Luis Obispo,General Acute Care Hospital,Community (125-250 Beds),0,1,23537,0,0,2.99,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Ventura,General Acute Care Hospital,Community (125-250 Beds),1,2.21,47113,0.45,0.02,2.23,Same,1.3,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.13,6655,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000037,Twin Cities Community Hospital,San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),0,0.64,16423,0,0,5.72,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000039,Ventura County Medical Center,Ventura,General Acute Care Hospital,Community (125-250 Beds),2,1.71,31279,1.17,0.2,3.86,Same,0.35,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,General Acute Care Hospital,Community (>250 Beds),1,3.96,81171,0.25,0.01,1.24,Same,0.21,"* Hospitals reported combined data, see Data Dictionary"
